City_ID,City,Country,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
361,Talnakh,RU,69.49,88.4,-3.21,80,0,5.46,clear sky
362,Vila Franca Do Campo,PT,37.72,-25.43,62.6,63,75,4.07,broken clouds
363,Porbandar,IN,21.64,69.61,83.44,44,0,8.61,clear sky
364,Palana,RU,59.12,159.97,35.33,84,0,5.55,clear sky
365,Pryazha,RU,61.69,33.62,50.0,87,100,6.71,overcast clouds
366,Derzhavinsk,KZ,51.1,66.32,26.87,95,99,14.27,overcast clouds
367,Grindavik,IS,63.84,-22.43,39.2,55,0,20.8,clear sky
368,Kodinsk,RU,58.69,99.18,30.09,96,100,7.45,overcast clouds
369,Mount Gambier,AU,-37.83,140.77,66.2,52,75,3.36,broken clouds
370,Burnie,AU,-41.07,145.92,61.0,52,79,8.99,broken clouds
371,Nioro,GM,13.35,-15.75,72.16,69,0,2.53,clear sky
372,Zaysan,KZ,47.47,84.87,46.99,53,100,8.48,light rain
373,Vikarabad,IN,17.33,77.9,81.0,43,0,1.99,clear sky
374,San Ignacio,BZ,17.16,-89.07,78.8,88,90,4.7,overcast clouds
375,Mutis,CO,6.23,-77.4,78.1,85,100,2.24,light rain
376,Papetoai,PF,-17.5,-149.87,82.4,74,75,16.11,shower rain
377,Nemuro,JP,43.32,145.57,53.6,71,75,6.93,broken clouds
378,Port Macquarie,AU,-31.43,152.92,71.01,71,100,4.0,overcast clouds
379,Caete,BR,-19.88,-43.67,71.6,78,0,1.19,clear sky
380,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,46.4,65,40,6.71,scattered clouds
381,Tricase,IT,39.93,18.36,59.0,100,75,3.36,broken clouds
382,Banjar,ID,-8.19,114.97,86.0,89,20,4.7,few clouds
383,Esik,KZ,43.36,77.45,37.4,55,90,4.47,overcast clouds
384,Grand Gaube,MU,-20.01,57.66,75.99,72,1,3.0,clear sky
385,Sur,OM,22.57,59.53,77.72,53,0,2.84,clear sky
386,Surt,LY,31.21,16.59,69.01,66,4,14.18,clear sky
387,Bordeaux,FR,44.84,-0.58,55.99,100,90,9.17,overcast clouds
388,Lamballe,FR,48.47,-2.51,51.01,91,90,7.0,overcast clouds
389,Kavaratti,IN,10.57,72.64,81.99,74,52,6.67,broken clouds
390,Luxor,EG,25.7,32.64,75.2,60,0,2.24,clear sky
391,Vrangel,RU,42.73,133.08,51.94,51,56,15.57,broken clouds
392,Kushima,JP,31.46,131.23,71.6,73,40,5.82,scattered clouds
393,Alegria,PH,9.47,125.58,85.32,66,83,4.29,broken clouds
394,Preston,GB,53.77,-2.72,46.0,89,83,11.79,broken clouds
395,Pala,TD,9.36,14.9,71.13,46,18,3.49,few clouds
396,Roma,US,43.21,-75.46,41.0,86,90,1.07,overcast clouds
397,Ulagan,RU,50.63,87.96,39.58,60,44,4.47,scattered clouds
398,Havoysund,NO,71.0,24.66,33.8,100,86,8.05,overcast clouds
399,Ngunguru,NZ,-35.62,174.5,63.95,88,89,8.93,overcast clouds
400,Ixil,MX,21.15,-89.48,77.0,94,90,11.41,light rain
401,Constancia,MX,24.22,-107.19,75.0,59,1,5.99,clear sky
402,Sitka,US,57.05,-135.33,44.6,81,90,6.93,moderate rain
403,Broken Hill,AU,-31.95,141.43,69.8,43,40,13.87,scattered clouds
404,Uray,RU,60.12,64.78,22.62,98,100,4.61,light snow
405,Okhotsk,RU,59.38,143.3,33.22,79,0,4.97,clear sky
406,Itarema,BR,-2.92,-39.92,76.96,85,100,10.16,overcast clouds
407,Hokitika,NZ,-42.72,170.97,56.79,80,99,1.3,overcast clouds
408,Balakhninskiy,RU,58.01,114.28,19.65,88,100,2.39,overcast clouds
409,Parczew,PL,51.64,22.9,44.6,100,0,2.24,fog
410,Zabid,YE,14.2,43.32,80.42,45,0,2.64,clear sky
411,Hovd,MN,48.01,91.64,41.85,53,8,2.26,clear sky
412,Tura,IN,25.52,90.22,81.59,68,0,2.28,clear sky
413,Kastamonu,TR,41.5,33.67,53.02,67,49,2.1,scattered clouds
414,Rehoboth,NA,-23.32,17.08,65.95,34,33,5.68,light rain
415,Carupano,VE,10.67,-63.26,78.62,86,2,6.73,clear sky
416,Wiang Sa,TH,8.64,99.37,80.94,76,100,3.15,light rain
417,Panguna,PG,-6.32,155.48,76.75,91,71,1.92,moderate rain
418,Nerchinskiy Zavod,RU,51.31,119.61,32.59,72,0,8.01,clear sky
419,Bambous Virieux,MU,-20.34,57.76,75.99,72,14,3.0,few clouds
420,Goma,CD,-1.68,29.22,64.27,77,100,1.97,overcast clouds
421,Dwarka,IN,22.24,68.97,83.07,52,0,8.25,clear sky
422,Culpeper,US,38.5,-77.97,60.8,93,90,3.09,overcast clouds
423,Talara,PE,-4.58,-81.27,64.92,86,86,12.75,overcast clouds
424,Ribeira Brava,PT,32.65,-17.07,66.2,68,75,3.36,broken clouds
425,Miyang,CN,24.4,103.44,71.44,67,99,0.58,overcast clouds
426,Kruisfontein,ZA,-34.0,24.73,55.99,96,45,5.99,scattered clouds
427,Mezen,RU,65.85,44.24,40.53,96,100,10.94,overcast clouds
428,Mezhdurechenskiy,RU,59.6,65.93,22.08,97,100,2.37,light snow
429,Slave Lake,CA,55.28,-114.77,37.4,88,75,21.92,broken clouds
430,Debre Birhan,ET,9.68,39.53,45.48,71,0,5.35,clear sky
431,Blois,FR,47.58,1.33,53.6,87,75,6.93,broken clouds
432,Taveta,KE,-3.4,37.67,69.8,83,75,4.92,broken clouds
433,Yala,TH,6.33,101.25,85.35,64,91,5.5,overcast clouds
434,Rawson,AR,-43.3,-65.1,56.59,36,36,13.06,scattered clouds
435,Colac,AU,-38.33,143.58,64.99,77,73,2.91,broken clouds
436,Nsoko,SZ,-27.03,31.95,70.57,86,83,5.53,broken clouds
437,Boa Vista,BR,2.82,-60.67,82.4,65,40,6.93,scattered clouds
438,Touros,BR,-5.2,-35.46,77.0,83,20,4.7,few clouds
439,Mareeba,AU,-17.0,145.43,90.0,62,38,12.75,scattered clouds
440,Nhulunbuy,AU,-12.23,136.77,91.4,49,40,12.75,scattered clouds
441,Qazvin,IR,36.28,50.0,41.0,75,0,3.6,clear sky
442,Natal,BR,-5.79,-35.21,78.8,83,75,4.7,broken clouds
443,Palmas,BR,-10.21,-48.36,78.8,88,40,3.56,scattered clouds
444,High Rock,BS,26.62,-78.28,81.01,81,2,15.88,clear sky
445,Tessalit,ML,20.2,1.01,74.21,20,0,6.64,clear sky
446,Riohacha,CO,11.54,-72.91,77.7,84,36,7.38,scattered clouds
447,Shache,CN,38.42,77.24,52.09,38,100,4.21,overcast clouds
448,Sao Raimundo Nonato,BR,-9.02,-42.7,72.16,92,97,2.33,overcast clouds
449,Saint-Georges,GD,12.06,-61.75,78.8,88,40,5.82,scattered clouds
450,Padang,ID,-0.95,100.35,86.31,57,41,4.0,scattered clouds
451,Marshall,US,34.38,-86.33,71.01,94,90,5.61,overcast clouds
452,Bandundu,CD,-3.32,17.37,71.22,98,100,2.57,light rain
453,Udagamandalam,IN,11.4,76.7,78.8,78,40,3.36,mist
454,Longyearbyen,SJ,78.22,15.64,30.2,86,75,5.82,light snow
455,The Hammocks,US,25.67,-80.44,82.0,94,75,8.05,broken clouds
456,Nueva Guinea,NI,11.69,-84.46,73.44,94,98,1.83,overcast clouds
457,Zachary,US,30.65,-91.16,78.01,100,90,8.05,overcast clouds
458,Hamilton,US,39.18,-84.53,48.99,93,90,9.17,mist
459,Gamut,PH,8.53,126.24,88.2,60,100,1.59,moderate rain
460,Belmonte,BR,-15.86,-38.88,78.8,83,90,10.29,light rain
461,Saint-Pierre,RE,-21.34,55.48,77.0,61,0,6.93,clear sky
462,State College,US,40.79,-77.86,48.0,100,90,2.24,light rain
463,Sao Joao Da Barra,BR,-21.64,-41.05,73.98,93,87,11.07,overcast clouds
464,Miles City,US,46.41,-105.84,37.4,69,1,9.17,clear sky
465,Tucupita,VE,9.06,-62.05,73.65,98,11,2.37,few clouds
466,Matamoros,MX,25.53,-103.25,86.0,17,5,15.46,clear sky
467,Rocha,UY,-34.48,-54.33,59.23,95,99,7.4,overcast clouds
468,Puerto Narino,CO,-3.77,-70.38,77.0,100,75,1.88,broken clouds
469,Kingaroy,AU,-26.53,151.83,62.6,93,75,6.93,broken clouds
470,Wuwei,CN,37.93,102.64,45.41,56,1,3.8,clear sky
471,Laguna,US,38.42,-121.42,61.0,47,1,5.08,clear sky
472,Aguimes,ES,27.91,-15.45,70.0,60,75,11.41,broken clouds
473,Imbituba,BR,-28.24,-48.67,68.0,94,40,0.38,light rain
474,Idenao,CM,4.25,9.0,75.2,100,40,2.24,scattered clouds
475,Madhupur,IN,24.25,86.65,80.94,37,0,6.06,clear sky
476,Conceicao Da Barra,BR,-18.59,-39.73,75.99,92,100,7.92,overcast clouds
477,Biak,ID,-0.91,122.88,85.73,61,89,6.58,overcast clouds
478,Hervey Bay,AU,-25.3,152.85,80.01,71,21,5.01,few clouds
479,Palu,ID,-0.89,119.87,91.0,50,100,3.87,overcast clouds
480,Lazaro Cardenas,MX,17.96,-102.2,79.57,87,12,6.64,few clouds
481,Krabi,TH,8.07,98.91,84.2,74,75,5.82,broken clouds
482,Canatlan,MX,24.52,-104.78,60.01,65,32,5.01,scattered clouds
483,Vidim,RU,56.41,103.11,37.45,79,71,5.5,broken clouds
484,Saint-Joseph,RE,-21.37,55.62,77.0,61,0,6.93,clear sky
485,Beira,MZ,-19.84,34.84,69.8,94,20,3.36,few clouds
486,Kasongo,CD,-4.45,26.67,68.47,98,87,1.48,overcast clouds
487,Pangody,RU,65.85,74.49,0.32,89,0,7.78,clear sky
488,Basco,PH,20.45,121.97,81.3,83,99,20.78,overcast clouds
489,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,75.65,83,90,9.01,overcast clouds
490,Verkh-Usugli,RU,52.7,115.17,30.38,81,48,1.77,scattered clouds
491,Haines Junction,CA,60.75,-137.51,28.56,95,96,1.97,overcast clouds
492,Khani,GE,41.96,42.96,66.2,48,0,27.51,clear sky
493,Kalmanka,RU,52.9,83.54,32.0,73,75,22.37,light shower snow
494,Sorong,ID,-0.88,131.25,84.36,70,75,2.86,light rain
495,Ilulissat,GL,69.22,-51.1,10.4,72,73,4.7,broken clouds
496,Kahului,US,20.89,-156.47,82.4,69,1,3.36,clear sky
497,Mocajuba,BR,-2.58,-49.51,77.14,85,85,3.13,overcast clouds
498,Alofi,NU,-19.06,-169.92,77.0,69,75,21.92,broken clouds
499,Kalabo,ZM,-14.97,22.68,69.03,45,10,4.43,clear sky
500,Playa Del Carmen,MX,20.63,-87.08,80.01,66,99,8.01,overcast clouds
501,Santa Marta,CO,11.24,-74.2,84.0,77,9,7.0,clear sky
502,Maxixe,MZ,-23.86,35.35,73.45,86,3,8.19,clear sky
503,Mozarlandia,BR,-14.74,-50.57,75.52,91,100,2.46,light rain
504,Yulara,AU,-25.24,130.99,91.4,7,0,6.93,clear sky
505,Ibotirama,BR,-12.19,-43.22,72.18,89,100,1.68,overcast clouds
506,Naryan-Mar,RU,67.67,53.09,34.43,97,100,12.44,light rain
507,Bealanana,MG,-14.55,48.73,64.13,76,79,4.03,broken clouds
508,Dalvik,IS,65.97,-18.53,37.4,74,90,4.7,light intensity drizzle
509,Taketa,JP,32.97,131.38,69.01,55,73,1.99,broken clouds
510,Great Bend,US,38.36,-98.76,30.2,74,1,4.59,clear sky
511,Poum,NC,-20.23,164.02,77.34,73,100,9.53,overcast clouds
512,Mandera,KE,3.94,41.87,78.3,74,100,11.7,light rain
513,Caravelas,BR,-17.71,-39.25,76.66,92,94,9.17,overcast clouds
514,Calmar,CA,53.27,-113.82,36.0,80,90,11.41,overcast clouds
515,Umm Kaddadah,SD,13.6,26.69,79.02,22,0,15.17,clear sky
516,Pacific Grove,US,36.62,-121.92,59.0,28,1,4.7,clear sky
517,Faya,SA,18.39,42.45,53.6,30,0,5.44,clear sky
518,Marshfield,US,44.67,-90.17,30.99,54,75,11.41,broken clouds
519,Lao Cai,VN,22.48,103.95,86.74,52,85,2.01,overcast clouds
520,Road Town,VG,18.42,-64.62,81.0,89,4,11.99,clear sky
521,Terrace,CA,54.52,-128.6,46.4,93,90,8.05,overcast clouds
522,Olga,RU,43.74,135.29,46.54,87,92,5.3,moderate rain
523,Louga,RU,58.74,29.85,53.17,85,100,13.85,overcast clouds
524,Ulaanbaatar,MN,47.91,106.88,41.0,30,0,5.57,clear sky
525,Gidole,ET,5.65,37.37,56.93,100,1,2.59,clear sky
526,Teguldet,RU,57.31,88.17,38.39,77,68,10.16,broken clouds
527,Storforshei,NO,66.4,14.52,33.01,99,81,1.01,broken clouds
528,Vanimo,PG,-2.67,141.3,83.88,74,45,3.0,light rain
529,Celestun,MX,20.87,-90.4,79.63,88,100,13.98,moderate rain
530,Madinat Sittah Uktubar,EG,29.82,31.05,69.8,77,40,6.93,haze
531,Kushalgarh,IN,23.2,74.45,80.65,26,0,5.12,clear sky
532,Saint-Raymond,CA,45.47,-73.61,32.0,74,75,5.82,broken clouds
533,Guerrero Negro,MX,27.98,-114.06,62.49,37,0,13.71,clear sky
534,Lodwar,KE,3.12,35.6,81.86,53,2,18.43,clear sky
535,Gamba,GA,-2.65,10.0,75.97,91,100,6.73,moderate rain
536,Comodoro Rivadavia,AR,-45.87,-67.5,55.4,35,0,24.16,clear sky
537,Santarem,BR,-2.44,-54.71,77.0,94,20,0.72,few clouds
538,Reynosa,MX,26.08,-98.28,57.99,87,90,8.05,overcast clouds
539,Hofn,IS,64.25,-15.21,40.6,78,100,23.87,overcast clouds
540,Dapaong,TG,10.86,0.2,73.15,42,66,2.37,broken clouds
541,Syracuse,IT,37.09,15.28,57.99,81,0,9.17,clear sky
542,Conde,BR,-7.26,-34.91,77.0,88,40,4.7,scattered clouds
543,Lagoa,PT,39.05,-27.98,62.17,64,100,5.35,overcast clouds
544,Salitrillo,MX,19.43,-99.85,55.4,76,40,1.59,scattered clouds
545,Kampot,KH,10.62,104.18,84.2,83,40,16.11,scattered clouds
546,Zima,RU,53.92,102.04,38.12,75,17,10.89,few clouds
547,Truro,GB,50.27,-5.05,51.8,71,68,14.99,broken clouds
548,Champerico,GT,14.3,-91.92,64.99,99,72,8.72,light rain
549,Aldergrove,CA,49.06,-122.47,46.99,93,90,5.82,overcast clouds
550,Kuybysheve,UA,47.36,36.65,46.35,86,0,13.27,clear sky
551,Harrisonburg,US,38.45,-78.87,60.01,100,75,3.36,broken clouds
552,Piriyapatna,IN,12.34,76.1,74.16,64,0,6.71,clear sky
553,Ginda,IN,30.69,78.49,66.67,26,0,3.15,clear sky
554,Mogadishu,SO,2.04,45.34,80.55,80,71,9.71,light rain
555,Elliot,ZA,-31.33,27.85,65.88,46,47,8.21,scattered clouds
556,Ati,TD,13.22,18.34,78.87,20,11,9.17,few clouds
557,Zhumadian,CN,32.98,114.03,66.29,43,78,10.63,light rain
558,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,75.92,94,91,0.74,moderate rain
559,Cidreira,BR,-30.18,-50.21,62.15,85,100,13.11,overcast clouds
560,Vila Velha,BR,-20.33,-40.29,77.0,88,75,8.05,broken clouds
561,Mantua,IT,45.17,10.78,44.01,93,0,2.24,clear sky
562,California City,US,35.13,-117.99,53.6,16,20,8.05,few clouds
563,Carlyle,US,38.61,-89.37,42.01,95,98,2.17,overcast clouds
564,Kutum,SD,14.2,24.67,69.4,30,0,8.37,clear sky
565,Fuyu,CN,45.18,124.82,42.35,56,0,11.52,clear sky
566,Kasganj,IN,27.82,78.65,77.94,18,0,3.83,clear sky
567,Lincoln,US,40.8,-96.67,30.2,63,1,10.29,clear sky
568,Raduzhnyy,RU,62.1,77.47,10.69,92,80,14.63,broken clouds
569,Gaeta,IT,41.22,13.56,55.0,78,23,4.0,few clouds
570,Hurghada,EG,27.26,33.81,73.4,60,0,6.93,clear sky
571,Umtata,ZA,-31.59,28.78,66.2,72,28,5.82,scattered clouds
572,Coquimbo,CL,-29.95,-71.34,53.6,87,0,9.17,clear sky
573,Changji,CN,44.02,87.32,44.6,45,26,6.71,scattered clouds
574,Jijiga,ET,9.35,42.8,60.78,31,80,6.73,broken clouds
575,Robertsport,LR,6.75,-11.37,78.69,82,99,4.34,light rain
576,Vanderhoof,CA,54.02,-124.02,38.52,90,100,3.53,overcast clouds
577,Romulus,US,42.22,-83.4,41.0,86,90,5.82,overcast clouds
578,Korla,CN,41.76,86.15,51.28,40,0,7.31,clear sky
579,Hualmay,PE,-11.1,-77.61,62.76,88,92,7.43,overcast clouds
580,Broome,US,42.25,-75.83,46.0,87,90,3.36,overcast clouds
581,Ouadda,CF,8.08,22.4,68.36,69,45,2.1,scattered clouds
582,Uri,IN,34.08,74.03,64.38,28,1,2.42,clear sky
583,Odweyne,SO,9.41,45.06,68.5,32,8,2.98,clear sky
584,Praia Da Vitoria,PT,38.73,-27.07,62.01,77,75,7.83,broken clouds
585,Danielskuil,ZA,-28.19,23.54,74.1,27,39,21.25,scattered clouds
586,Xichang,CN,27.9,102.26,66.99,68,83,2.44,broken clouds
587,Sorland,NO,67.67,12.69,41.0,86,20,2.24,few clouds
588,Tezu,IN,27.92,96.17,83.5,42,6,3.02,clear sky
589,Kuznechnoye,RU,61.12,29.87,51.01,92,100,11.25,moderate rain
590,Dawson Creek,CA,55.77,-120.24,37.4,64,1,6.93,clear sky
591,Abu Samrah,SY,35.3,37.18,68.49,23,95,4.29,overcast clouds
592,Manbij,SY,36.53,37.95,62.6,33,0,11.88,clear sky
593,Mackay,AU,-21.15,149.2,86.0,58,25,14.99,scattered clouds
594,Los Llanos De Aridane,ES,28.66,-17.92,69.8,64,75,8.05,broken clouds
595,Bukachacha,RU,52.98,116.92,29.89,78,52,2.17,broken clouds
596,Kalianget,ID,-7.05,113.93,86.23,65,45,11.48,scattered clouds
597,Pingliang,CN,35.54,106.69,46.98,61,83,4.43,broken clouds
598,Nabire,ID,-3.37,135.48,86.23,66,97,4.27,light rain
599,Kontagora,NG,10.4,5.47,70.92,41,100,2.15,overcast clouds
600,Sault Sainte Marie,CA,46.52,-84.33,35.6,74,1,3.36,clear sky
601,Isoka,ZM,-10.16,32.63,62.78,74,0,2.33,clear sky
602,Broager,DK,54.89,9.68,50.0,93,100,12.75,overcast clouds
603,Porterville,US,36.07,-119.02,57.2,47,1,2.35,clear sky
604,Sayan,PE,-11.14,-77.19,64.62,73,94,1.21,overcast clouds
605,Port Augusta,AU,-32.5,137.77,72.0,40,0,8.05,clear sky
606,Ariquemes,BR,-9.91,-63.04,75.36,85,43,3.96,scattered clouds
607,Itamaraju,BR,-17.04,-39.53,75.09,93,98,6.26,overcast clouds
608,Guilin,CN,25.28,110.29,80.6,44,20,11.18,few clouds
609,Douentza,ML,15.0,-2.95,74.37,19,33,3.62,scattered clouds
610,Larap,PH,14.3,122.65,86.61,65,8,4.56,clear sky
611,Naze,JP,28.37,129.48,80.6,61,75,9.17,broken clouds
612,Gravdal,NO,68.12,13.5,41.0,86,20,2.24,few clouds
613,Sangar,RU,63.92,127.47,4.75,93,100,4.41,overcast clouds
614,Alenquer,BR,-1.94,-54.74,77.0,94,20,1.34,few clouds
615,Le Lorrain,MQ,14.83,-61.06,78.8,94,75,5.82,broken clouds
616,Milkovo,RU,54.72,158.62,40.24,75,96,3.87,overcast clouds
617,Penapolis,BR,-21.42,-50.08,71.1,70,0,5.35,clear sky
618,Zaranj,AF,30.97,61.88,60.8,31,0,18.34,clear sky
619,Srednekolymsk,RU,67.45,153.68,14.09,92,86,9.86,overcast clouds
620,Leshukonskoye,RU,64.9,45.76,39.81,97,100,9.98,overcast clouds
621,Wana,PK,32.3,69.57,64.2,24,0,1.54,clear sky
622,Ostrovnoy,RU,68.05,39.51,42.49,86,100,18.43,overcast clouds
623,Vestmanna,FO,62.16,-7.17,46.4,81,100,11.41,overcast clouds
624,Rabo De Peixe,PT,37.8,-25.58,62.6,63,75,4.32,broken clouds
625,Maumelle,US,34.87,-92.4,48.0,93,47,1.01,scattered clouds
626,San Pedro De Lloc,PE,-7.43,-79.51,64.0,83,99,8.66,overcast clouds
627,Qasigiannguit,GL,68.82,-51.19,10.4,72,83,4.7,broken clouds
628,Catabola,AO,-12.15,17.28,62.96,83,62,1.66,broken clouds
629,Te Anau,NZ,-45.42,167.72,62.96,41,89,2.93,overcast clouds
630,Pontianak,ID,-0.03,109.33,90.82,54,61,3.29,broken clouds
631,Vagur,FO,61.47,-6.81,48.49,86,87,21.27,light rain
632,Yerbogachen,RU,61.28,108.01,21.88,92,93,6.6,overcast clouds
633,Seymchan,RU,62.88,152.43,15.8,91,7,0.72,clear sky
634,Angul,IN,20.85,85.1,79.27,49,0,4.88,clear sky
635,Mayo,US,38.89,-76.51,61.0,87,90,2.91,overcast clouds
636,Santa Maria,BR,-29.68,-53.81,57.2,87,0,3.36,clear sky
637,Ouegoa,NC,-20.35,164.43,79.7,63,94,12.08,overcast clouds
638,Nizhniy Odes,RU,63.64,54.86,35.46,98,100,8.72,light rain
639,Deputatskiy,RU,69.3,139.9,-0.85,92,7,5.44,clear sky
640,Arman,RU,59.7,150.17,35.78,69,0,1.25,clear sky
641,Bahnea,RO,46.37,24.48,46.4,93,90,1.83,fog
642,Bundaberg,AU,-24.85,152.35,81.0,69,75,12.75,thunderstorm
643,Jiayuguan,CN,39.82,98.3,48.7,45,1,8.79,clear sky
644,Batetskiy,RU,58.65,30.3,51.84,86,100,14.54,overcast clouds
645,Zelenogorskiy,RU,55.03,87.0,35.6,59,40,22.37,scattered clouds
646,Naduvattam,IN,11.48,76.57,64.06,75,0,4.61,clear sky
647,Nyuksenitsa,RU,60.41,44.24,39.07,91,95,10.29,overcast clouds
648,Mae Sai,TH,20.43,99.88,86.0,69,20,9.17,few clouds
649,Bilibino,RU,68.05,166.44,5.52,90,100,1.54,overcast clouds
650,Kayes,ML,14.0,-11.0,69.8,68,0,2.24,clear sky
651,Almeirim,BR,-1.52,-52.58,79.65,73,78,5.44,light rain
652,Paita,PE,-5.09,-81.11,64.45,85,87,9.17,overcast clouds
653,Shingu,JP,33.73,135.98,68.0,60,75,3.36,broken clouds
654,Nyurba,RU,63.28,118.33,14.32,85,100,4.41,overcast clouds
655,Atotonilco El Grande,MX,20.28,-98.67,55.72,73,22,3.11,few clouds
656,Nikel,RU,69.41,30.22,33.8,100,100,28.86,drizzle
657,Dong Hoi,VN,17.48,106.6,76.23,86,100,31.27,heavy intensity rain
658,Girne,CY,35.34,33.32,66.2,88,20,8.05,few clouds
659,Nantucket,US,41.28,-70.1,52.0,63,90,5.82,overcast clouds
660,Chifeng,CN,42.27,118.96,51.51,36,0,10.6,clear sky
661,Panaba,MX,21.28,-88.27,74.98,95,100,6.91,overcast clouds
662,Sola,VU,-13.88,167.55,80.65,76,4,15.82,clear sky
663,Nocupetaro,MX,19.05,-101.15,72.86,78,63,2.93,broken clouds
664,Ulladulla,AU,-35.35,150.47,66.2,63,40,8.05,scattered clouds
665,La Rioja,ES,42.25,-2.5,50.0,93,40,4.79,scattered clouds
666,Khanpur,PK,28.65,70.66,82.98,16,0,7.94,clear sky
667,Todos Santos,MX,23.45,-110.22,73.99,65,17,4.0,few clouds
668,Lujiang,CN,31.26,117.28,64.0,77,40,11.18,mist
669,Botro,CI,7.85,-5.31,71.29,88,92,2.28,overcast clouds
670,Pochutla,MX,15.74,-96.47,77.0,94,70,3.18,broken clouds
671,Ustye,RU,59.63,39.74,41.72,91,71,11.54,broken clouds
672,Krasnokamensk,RU,50.1,118.04,33.48,72,38,10.92,scattered clouds
673,Kendari,ID,-3.94,122.5,89.35,51,7,8.55,clear sky
674,Hailar,CN,49.2,119.7,33.03,77,0,12.75,clear sky
675,Bosobolo,CD,4.18,19.9,70.47,95,99,1.41,overcast clouds
676,Evensk,RU,61.95,159.23,28.99,82,0,8.23,clear sky
677,Waingapu,ID,-9.66,120.26,88.45,56,93,11.74,overcast clouds
678,Zambezi,ZM,-13.54,23.1,64.45,75,18,1.74,few clouds
679,Troitskoye,RU,52.98,84.68,37.81,70,83,22.41,broken clouds
680,Lichtenfels,DE,50.15,11.06,46.0,79,100,1.01,moderate rain
681,West Wendover,US,40.74,-114.07,37.4,44,1,4.7,clear sky
682,Monrovia,LR,6.3,-10.8,75.2,94,75,4.9,mist
683,Meulaboh,ID,4.14,96.13,86.02,62,80,1.1,broken clouds
684,Ocho Rios,JM,18.4,-77.1,75.99,95,71,13.29,moderate rain
685,Selkirk,CA,50.14,-96.88,35.6,96,90,9.17,overcast clouds
686,San Jose,US,37.34,-121.89,62.01,43,0,0.78,clear sky
687,Mosquera,CO,4.71,-74.23,57.2,87,40,2.24,scattered clouds
688,Zhigalovo,RU,54.81,105.16,37.69,75,67,2.8,broken clouds
689,Kerema,PG,-7.96,145.78,82.15,77,83,11.95,broken clouds
690,Anse-Bertrand,GP,16.47,-61.51,75.2,94,21,2.24,few clouds
691,Neryungri,RU,56.67,124.65,13.3,92,100,6.76,overcast clouds
692,Baykit,RU,61.67,96.37,16.36,92,100,14.88,light snow
693,Necochea,AR,-38.55,-58.74,51.01,86,61,1.01,broken clouds
694,Laurel,US,39.1,-76.85,60.01,87,90,3.47,overcast clouds
